1.549397,0.03250521,6.325148
1.567583,0.03274943,6.542958
1.601822,0.03311321,6.711771
1.622445,0.03330027,6.911911
1.646106,0.033407,7.158591
1.68536,0.03311026,8.061803
1.720812,0.03282142,8.125017
1.744111,0.03252948,7.801372
1.764153,0.03220367,7.742378
1.786745,0.03182618,7.597527
1.804449,0.0316289,7.653323
1.819266,0.0311978,7.670228
1.83412,0.03079454,7.593987
1.855632,0.03039638,7.485192
1.872843,0.03021684,7.455957
1.887758,0.02983405,7.407614
1.905833,0.02962242,7.387402
1.923759,0.0292072,7.175261
1.943507,0.02880733,6.967677
1.962012,0.02838284,6.785587
1.974943,0.02816684,6.777981
1.992964,0.02767849,6.581119
2.002519,0.02741756,6.56916
2.030246,0.02658235,6.230675
2.053055,0.02597452,5.889127
2.07197,0.02568385,5.700455
2.086688,0.02507898,5.116114
2.110281,0.02460099,4.986842
2.132099,0.02423188,4.870495
2.152444,0.02390698,4.792686
2.168513,0.02362024,4.724763
2.189093,0.02336304,4.661318
2.204259,0.02325575,4.635782
2.218112,0.02307818,4.578383
2.239123,0.02296747,4.520777
2.255256,0.0229047,4.481613
2.272888,0.02276495,4.39387
2.29023,0.02254989,4.306253
2.309599,0.02242175,4.256021
2.329104,0.0221322,4.157464
2.347214,0.02187898,4.049414
2.36661,0.02171744,3.749253
2.39399,0.02149751,3.880654
2.405448,0.02142952,3.987376
2.420119,0.021361,3.937411
2.436667,0.02124257,3.980347
2.450734,0.02120326,4.086818
2.463195,0.02119528,4.194933
2.47614,0.02119191,4.141181
2.491946,0.02123833,4.207287
2.508826,0.02128474,4.440782
2.526117,0.02130171,4.566388
2.543528,0.02131156,4.473126
2.56226,0.02129683,4.39886
2.597914,0.02121398,4.229294
2.613544,0.02122968,4.074772
2.634674,0.0213521,4.042347
2.647251,0.02143013,3.977295
2.663574,0.02150373,3.753637
2.676264,0.02169616,3.625689
2.687241,0.02183205,3.551375
2.700261,0.02199529,3.4757
2.71821,0.02233296,3.193592
2.735208,0.02248834,3.314462
2.766816,0.02302642,3.278412
2.786729,0.02363838,3.244798
2.804179,0.02379235,3.198615
2.820844,0.02402643,3.229618
2.840348,0.02428304,3.273152
2.857166,0.0244299,3.190587
2.87177,0.02471387,3.081784
2.887769,0.02480539,3.025886
2.90447,0.02488391,2.974338
2.922928,0.02504974,2.799812
2.940816,0.02507424,2.746305
2.958382,0.02504804,2.612469
2.974181,0.02496887,2.448725
2.996461,0.02498125,2.296951
3.01605,0.02501099,2.22123
3.032602,0.02504734,2.238346
3.048132,0.0250475,2.526155
3.062331,0.0250455,2.471243
3.078497,0.0250555,2.412002
3.096432,0.0251148,2.316297
3.11237,0.02515939,2.286788
3.129214,0.02525894,2.822027
3.147355,0.02538654,3.092565
3.163339,0.02556509,3.058447
3.179647,0.0256513,3.047803
3.198001,0.02585187,3.040665
3.214047,0.02608687,3.005698
3.230345,0.02620125,3.009929
3.246309,0.02644368,3.012139
3.262099,0.02655508,3.037509
3.278154,0.02676997,3.042145
3.294046,0.02685648,3.046582
3.3079,0.02706347,3.052745
3.322529,0.0271728,3.060494
3.334651,0.02730083,3.064458
3.348221,0.02756749,3.076317
3.36531,0.02769714,3.087814
3.381467,0.02796091,3.104632
3.412462,0.02829451,3.131816
3.431824,0.02847045,3.154736
3.451173,0.0285536,3.162545
3.465003,0.0286986,3.193715
3.480762,0.02878035,3.200328
3.497601,0.02891931,3.225797
3.513391,0.02897462,3.232224
3.526942,0.02907426,3.254858
3.541867,0.02911686,3.266147
3.552677,0.02916359,3.273989
3.568492,0.02925518,3.29408
3.585488,0.02930868,3.319066
3.620153,0.0295965,3.414206
3.637253,0.0296787,3.426684
3.659187,0.02986873,3.4976
3.673696,0.030046,3.601142
3.688009,0.03011302,3.632163
3.704788,0.03025351,3.713675
3.721085,0.0303551,3.82628
3.737659,0.03057873,3.944517
3.751787,0.03068229,4.005408
3.763595,0.03081125,4.079528
3.776882,0.03106607,4.24727
3.793592,0.0311993,4.350236
3.832674,0.03167294,4.852845
3.846452,0.03176818,4.96925
3.863347,0.03196165,5.492049
3.878337,0.03204419,5.611749
3.895946,0.03218052,5.628313
3.912528,0.03221594,5.7665
3.928079,0.0322588,5.816015
3.943989,0.0322548,6.058707
3.957049,0.03224879,5.998616
3.974691,0.03221567,6.235645
3.990827,0.03218279,6.340535
4.007551,0.0321018,6.371414
4.043642,0.03205171,6.337163
4.058125,0.03205269,6.251157
4.073035,0.03205249,6.316183
4.087189,0.03205516,6.389085
4.104479,0.03205981,6.438702
4.122618,0.03207256,6.501889
4.140127,0.03207307,6.510238
4.158135,0.03206495,6.609099
4.178107,0.03205933,6.75305
4.194439,0.03205189,6.882876
4.211302,0.03203715,6.944441
4.230429,0.03198614,7.079144
4.247156,0.03192244,7.219718
4.262559,0.03189613,7.288388
4.279058,0.03188069,7.394358
4.294264,0.03187769,7.446741
4.311058,0.03188281,7.548915
4.326886,0.0318894,7.57655
4.343548,0.03193412,7.653194
4.357918,0.03197353,7.676085
4.376537,0.03205349,7.726645
4.389777,0.03213828,7.773774
4.40414,0.03219363,7.790949
4.417569,0.0322484,7.798201
4.450331,0.03245933,7.835314
4.47032,0.0325841,7.862273
4.486346,0.03266368,7.909714
4.504284,0.03271449,7.943789
4.522891,0.03274336,7.947668
4.541214,0.03276644,7.95468
4.555876,0.03277742,7.948236
4.574206,0.03281166,7.934122
4.591195,0.03290853,7.881298
4.612006,0.03302165,7.822678
4.630233,0.03307687,7.787547
4.648523,0.03316465,7.719021
4.672273,0.03335793,7.591376
4.696307,0.03352622,7.485611
4.714942,0.0336899,7.376345
4.731343,0.03377163,7.329862
4.752152,0.0340063,7.192466
4.768808,0.03408217,7.14688
4.789105,0.0342354,7.050961
4.803358,0.0343248,7.002275
4.816381,0.03450822,6.915854
4.831905,0.03460099,6.877174
4.850219,0.0347727,6.821161
4.878081,0.03491106,6.793878
4.902602,0.03507113,6.751162
4.93412,0.03527381,6.672503
4.96008,0.03542151,6.609841
4.975623,0.03553509,6.548709
4.991966,0.03559415,6.508852
5.006857,0.03570097,6.425716
5.020912,0.03574909,6.377443
5.040067,0.03584306,6.295319
5.056896,0.03594935,6.22504
5.067741,0.03599242,6.373907
5.083438,0.03603652,6.521313
5.098895,0.03605743,6.529877
5.110779,0.03608416,6.733215
5.126697,0.03608298,6.759582
5.140307,0.03607634,6.810485
5.155105,0.03607536,6.908221
5.171722,0.03607232,6.971982
5.189291,0.03607872,7.111051
5.198451,0.03606313,7.201543
5.211713,0.03605731,7.290676
5.230636,0.03602223,7.466398
5.245171,0.03600403,7.555125
5.285317,0.03597433,7.935829
5.298663,0.03597189,8.004815
5.311745,0.03597303,8.072852
5.328264,0.03595922,8.21781
5.345036,0.03593555,8.297324
5.358376,0.03589307,8.459465
5.372007,0.03584913,8.544149
5.383957,0.03581369,8.633175
5.400362,0.03573683,8.799554
5.417133,0.03567716,8.955698
5.434865,0.03564675,9.022015
5.45204,0.03558118,9.304786
5.486105,0.03545603,9.440942
5.502546,0.0354356,9.459454
5.519244,0.0354213,9.493843
5.535058,0.03542131,9.51841
5.551557,0.03539886,9.573414
5.564306,0.03538208,9.600993
5.57456,0.03536944,9.643184
5.589609,0.03536472,9.725183
5.60675,0.03536596,9.766561
5.625591,0.03536357,9.869661
5.642906,0.03536694,9.96346
5.658063,0.0353824,10.04404
5.694858,0.03541465,10.12689
5.711502,0.03539174,10.22216
5.728191,0.03536877,10.26454
5.742943,0.03534381,10.36024
5.758603,0.03534408,10.39569
5.769363,0.0353737,10.47059
5.780993,0.0353821,10.51528
5.795571,0.03538873,10.5787
5.811008,0.03540782,10.53504
5.830164,0.03544905,10.65194
5.846871,0.03551321,10.92804
5.861314,0.03553683,10.98372
5.894095,0.03556151,11.36595
5.91071,0.03558543,11.52184
5.92753,0.03559302,11.61315
5.943563,0.03558762,11.80475
5.958868,0.0355611,11.90284
5.975374,0.03547481,12.11478
5.988996,0.0354021,12.51917
6.014181,0.03538986,12.58207
6.028288,0.03539573,12.64302
6.043496,0.03542261,12.7722
6.059749,0.03544326,12.83902
6.076542,0.03550157,12.98277
6.09741,0.03555603,12.978
6.114781,0.03560897,13.14702
6.132063,0.03569059,13.3237
6.147978,0.03573624,13.40719
6.16382,0.03582058,13.57806
6.181634,0.03589571,13.75603
6.196183,0.03592722,13.84643
6.20726,0.03596654,13.77005
6.221652,0.03605342,13.95034
6.238167,0.03609695,13.86507
6.254198,0.03617699,14.02296
6.272531,0.0362231,14.08867
6.288479,0.03630143,14.20699
6.3304,0.03650566,14.15172
6.342493,0.03654057,14.13551
6.356236,0.03657471,14.11224
6.371962,0.03662812,14.07683
6.385354,0.03674239,13.80296
6.396001,0.03680143,13.73686
6.410947,0.03684977,13.83234
6.432714,0.03699977,13.76727
6.445901,0.03705495,13.68734
6.461105,0.03711481,13.77123
6.477716,0.03723042,13.95722
6.493184,0.03731943,14.00344
6.526644,0.03743869,14.05697
6.543541,0.03752472,14.19741
6.560908,0.03756907,14.20258
6.576003,0.03761338,14.2306
6.592727,0.0376358,14.2522
6.608439,0.03770234,14.26153
6.624585,0.03775349,14.26588
6.640609,0.03782674,14.26735
6.654188,0.03787287,14.27227
6.668079,0.03789577,14.29053
6.685694,0.03794523,14.27306
6.697165,0.03798047,14.26068
6.733682,0.03801297,14.22034
6.751725,0.0380138,14.21419
6.767726,0.03801652,14.19201
6.783814,0.03801846,14.18437
6.799703,0.03802363,14.18179
6.812761,0.03800895,14.18185
6.823847,0.0379776,14.19964
6.837003,0.03796112,14.20324
6.855761,0.03794942,14.20469
6.871361,0.0379331,14.21458
6.887893,0.03789663,14.25483
6.906274,0.03787502,14.28765
6.948784,0.03776505,14.4783
6.960222,0.03773114,14.52011
6.973628,0.03768458,14.56865
6.989355,0.03763033,14.62315
7.00573,0.0374912,14.722
7.018402,0.03735066,14.79661
7.035865,0.0372803,14.83013
7.050441,0.03699375,15.08661
7.080925,0.03677353,15.16238
7.095484,0.03667428,15.20463
7.112368,0.03656175,15.26153
