2.469404,0.008239241,26.53672
2.48749,0.007931413,26.6399
2.508145,0.007913696,26.64942
2.531343,0.007865721,26.6983
2.560486,0.008204992,26.75921
2.596316,0.008331981,26.87215
2.629008,0.008579695,26.87324
2.654404,0.008566956,26.89813
2.682828,0.008879966,26.93983
2.714232,0.008680482,27.12746
2.735736,0.008381959,27.40869
2.754699,0.008314423,27.47273
2.773504,0.008313512,27.54203
2.79339,0.008070067,27.88589
2.813145,0.009265139,27.65415
2.833379,0.009341552,27.74105
2.854201,0.009775437,27.87731
2.873806,0.01018823,27.88995
2.894527,0.01025336,27.83498
2.916808,0.01024185,27.82631
2.936509,0.01039371,27.89499
2.956013,0.01047544,27.94814
2.974911,0.01076672,28.0288
2.993877,0.01103217,28.06462
3.015416,0.01103217,28.06462
3.034661,0.01103217,28.06462
3.053016,0.01098659,28.11917
3.07221,0.01136088,28.14076
3.091058,0.01111377,28.13551
3.111712,0.01058017,28.52736
3.149213,0.009990322,28.77785
3.168901,0.01031946,28.90304
3.187683,0.009999737,29.03758
3.20719,0.009968889,29.0875
3.228475,0.009659892,29.25032
3.249378,0.009596797,29.38198
3.269931,0.009070135,29.47038
3.287764,0.008691004,29.49946
3.306923,0.008001425,29.64025
3.326365,0.008154665,29.68381
3.347831,0.007768955,29.7514
3.368013,0.007768955,29.7514
3.385781,0.007605582,29.77567
3.404259,0.007605582,29.77567
3.423106,0.007396997,29.80461
3.442538,0.007332944,29.83002
3.462457,0.00679915,29.95553
3.484062,0.006688491,30.04391
3.508761,0.006778155,30.00911
3.534758,0.006592904,30.01982
3.565505,0.006592515,30.0652
3.595818,0.006546967,30.28445
3.620147,0.006925259,30.36591
3.643699,0.00717747,30.4918
3.671308,0.007125908,30.50194
3.695585,0.007089556,30.70557
3.723799,0.007182029,30.77892
3.751031,0.007182029,30.77892
3.78074,0.007224126,30.77164
3.811372,0.007429723,30.92368
3.842088,0.008413223,30.91885
3.871997,0.008357988,31.03583
3.897636,0.00799472,31.21041
3.928285,0.007838626,31.22341
3.955947,0.008595115,31.33979
3.989051,0.008725492,31.44133
4.017243,0.008336367,31.58705
4.044862,0.008356546,31.63009
4.081551,0.00801616,31.67793
4.109442,0.007828028,31.70874
4.137463,0.007828028,31.70874
4.163002,0.007975996,31.69728
4.191922,0.007858182,31.75537
4.219788,0.01074223,32.05705
4.249104,0.01153653,32.2619
4.275196,0.009657369,32.1179
4.302351,0.009493233,32.15686
4.327878,0.009474064,32.28267
4.355169,0.008170198,32.34596
4.382085,0.006510195,32.4863
4.413281,0.005221423,32.63972
4.479139,0.004987872,32.65384
4.523989,0.004629728,32.73376
4.551818,0.004585808,32.79623
4.578329,0.004175225,32.90551
4.601453,0.003959653,32.99585
4.619942,0.003843015,33.06049
4.638109,0.003745328,33.11359
4.656866,0.003491052,33.14677
4.67561,0.003324636,33.19489
4.694131,0.003185152,33.25695
4.713021,0.003203073,33.29862
4.734014,0.003044205,33.4215
4.752501,0.003034587,33.41772
4.771718,0.002995871,33.45062
4.791231,0.00282021,33.46666
4.811382,0.00282021,33.46666
4.83258,0.00277817,33.465
4.851851,0.002799074,33.49786
4.871992,0.002799074,33.49786
4.892279,0.002781802,33.50627
4.916562,0.002823791,33.5366
